1,1563907543,0,15256,35.64,0.00,13312,3188,0.16,0.00,71.29,0.00,0,dejavu
2,1563907544,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
3,1563907545,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
4,1563907546,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
5,1563907547,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
6,1563907548,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
7,1563907549,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
8,1563907550,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
9,1563907551,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
10,1563907552,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
11,1563907553,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
12,1563907554,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
13,1563907555,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
14,1563907556,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
15,1563907557,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
16,1563907558,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
17,1563907559,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
18,1563907560,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
19,1563907561,0,15256,68.00,0.00,13312,3188,0.16,3224.00,424.00,16.00,0,dejavu
20,1563907562,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
21,1563907563,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
22,1563907564,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
23,1563907565,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
24,1563907566,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
25,1563907567,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
26,1563907568,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
27,1563907569,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
28,1563907570,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
29,1563907571,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
30,1563907572,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
31,1563907573,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
32,1563907574,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
33,1563907575,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
34,1563907576,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
35,1563907577,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
36,1563907578,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
37,1563907579,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
38,1563907580,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
39,1563907581,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
40,1563907582,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
41,1563907583,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
42,1563907584,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
43,1563907585,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
44,1563907586,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
45,1563907587,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
46,1563907588,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
47,1563907589,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
48,1563907590,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
49,1563907591,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
50,1563907592,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
51,1563907593,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
52,1563907594,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
53,1563907595,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
54,1563907596,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
55,1563907597,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
56,1563907598,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
57,1563907599,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
58,1563907600,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
59,1563907601,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
60,1563907602,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
61,1563907603,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
62,1563907604,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
63,1563907605,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
64,1563907606,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
65,1563907607,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
66,1563907608,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
67,1563907609,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
68,1563907610,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
69,1563907611,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
70,1563907612,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
71,1563907613,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
72,1563907614,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
73,1563907615,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
74,1563907616,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
75,1563907617,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
76,1563907618,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
77,1563907619,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
78,1563907620,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
79,1563907621,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
80,1563907622,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
81,1563907623,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
82,1563907624,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
83,1563907625,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
84,1563907626,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
85,1563907627,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
86,1563907628,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
87,1563907629,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
88,1563907630,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
89,1563907631,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
90,1563907632,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
91,1563907633,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
92,1563907634,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
93,1563907635,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
94,1563907636,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
95,1563907637,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
96,1563907638,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
97,1563907639,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
98,1563907640,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
99,1563907641,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
100,1563907642,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
101,1563907643,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
102,1563907644,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
103,1563907645,0,15256,0.00,0.00,13312,3188,0.16,0.00,0.00,0.00,0,dejavu
