1564322599,0,16164,231.31,0.00,13312,3144,0.15,0.00,4.04,0.00,0,dejavu
1564322600,0,16164,33.66,0.00,13312,3164,0.15,0.00,71.29,0.00,0,dejavu
1564322601,0,16164,0.00,0.00,13312,3164,0.15,0.00,0.00,0.00,0,dejavu
1564322602,0,16164,0.00,0.00,13312,3164,0.15,0.00,0.00,0.00,0,dejavu
1564322603,0,16164,0.00,0.00,13312,3164,0.15,0.00,0.00,0.00,0,dejavu
1564322604,0,16164,0.00,0.00,13312,3164,0.15,0.00,0.00,0.00,0,dejavu
1564322605,0,16164,0.00,0.00,13312,3164,0.15,0.00,0.00,0.00,0,dejavu
1564322606,0,16164,0.00,0.00,13312,3164,0.15,0.00,0.00,0.00,0,dejavu
1564322607,0,16164,0.00,0.00,13312,3164,0.15,0.00,0.00,0.00,0,dejavu
1564322608,0,16164,0.00,0.00,13312,3164,0.15,0.00,0.00,0.00,0,dejavu
1564322609,0,16164,0.00,0.00,13312,3164,0.15,0.00,0.00,0.00,0,dejavu
1564322610,0,16164,0.00,0.00,13312,3164,0.15,0.00,0.00,0.00,0,dejavu
1564322611,0,16164,0.00,0.00,13312,3164,0.15,0.00,0.00,0.00,0,dejavu
1564322612,0,16164,0.00,0.00,13312,3164,0.15,0.00,0.00,0.00,0,dejavu
1564322613,0,16164,0.00,0.00,13312,3164,0.15,0.00,0.00,0.00,0,dejavu
1564322614,0,16164,0.00,0.00,13312,3164,0.15,0.00,0.00,0.00,0,dejavu
1564322615,0,16164,0.00,0.00,13312,3164,0.15,0.00,0.00,0.00,0,dejavu
1564322616,0,16164,0.00,0.00,13312,3164,0.15,0.00,0.00,0.00,0,dejavu
1564322617,0,16164,0.00,0.00,13312,3164,0.15,0.00,0.00,0.00,0,dejavu
1564322618,0,16164,73.00,0.00,13312,3168,0.16,0.00,404.00,0.00,0,dejavu
1564322619,0,16164,0.00,0.00,13312,3168,0.16,0.00,0.00,0.00,0,dejavu
1564322620,0,16164,0.00,0.00,13312,3168,0.16,0.00,0.00,0.00,0,dejavu
1564322621,0,16164,0.00,0.00,13312,3168,0.16,0.00,0.00,0.00,0,dejavu
1564322622,0,16164,0.00,0.00,13312,3168,0.16,0.00,0.00,0.00,0,dejavu
1564322623,0,16164,0.00,0.00,13312,3168,0.16,0.00,0.00,0.00,0,dejavu
1564322624,0,16164,0.00,0.00,13312,3168,0.16,0.00,0.00,0.00,0,dejavu
1564322625,0,16164,0.00,0.00,13312,3168,0.16,0.00,0.00,0.00,0,dejavu
1564322626,0,16164,0.00,0.00,13312,3168,0.16,0.00,0.00,0.00,0,dejavu
1564322627,0,16164,0.00,0.00,13312,3168,0.16,0.00,0.00,0.00,0,dejavu
1564322628,0,16164,0.00,0.00,13312,3168,0.16,0.00,0.00,0.00,0,dejavu
1564322629,0,16164,0.00,0.00,13312,3168,0.16,0.00,0.00,0.00,0,dejavu
1564322630,0,16164,0.00,0.00,13312,3168,0.16,0.00,0.00,0.00,0,dejavu
1564322631,0,16164,0.00,0.00,13312,3168,0.16,0.00,0.00,0.00,0,dejavu
1564322632,0,16164,0.00,0.00,13312,3168,0.16,0.00,0.00,0.00,0,dejavu
1564322633,0,16164,0.00,0.00,13312,3168,0.16,0.00,0.00,0.00,0,dejavu
1564322634,0,16164,0.00,0.00,13312,3168,0.16,0.00,0.00,0.00,0,dejavu
1564322635,0,16164,0.00,0.00,13312,3168,0.16,0.00,0.00,0.00,0,dejavu
1564322636,0,16164,0.00,0.00,13312,3168,0.16,0.00,0.00,0.00,0,dejavu
1564322637,0,16164,0.00,0.00,13312,3168,0.16,0.00,0.00,0.00,0,dejavu
